1	2
33	136
37	38
38	38
38	120
38	121
38	122
38	123
38	124
38	125
38	126
38	127
38	128
38	129
41	42
41	43
42	42
42	43
59	262
73	74
75	77
76	75
77	75
77	159
78	7
79	7
80	7
84	85
84	86
84	87
84	88
84	89
84	90
84	91
84	92
84	132
89	176
92	84
111	65
130	77
130	131
136	323
155	130
169	170
172	175
176	248
182	47
182	183
182	184
182	185
182	186
182	187
182	188
182	189
182	190
182	191
182	192
182	193
182	194
182	195
182	196
182	197
182	198
182	199
182	200
182	201
182	202
182	203
182	204
182	205
182	206
182	207
218	215
218	216
218	217
219	220
221	222
223	224
225	226
225	227
225	228
225	229
227	225
227	226
227	228
233	252
233	253
242	243
242	244
245	246
245	247
256	101
256	257
258	101
258	257
259	101
259	257
260	101
260	257
261	101
261	257
262	77
262	263
264	265
265	264
266	267
268	22
269	22
270	22
271	267
292	293
296	297
302	262
303	262
324	325
325	324
